ticket_id,created_date,user_id,issue_category,issue_subcategory,user_message,urgency,priority,sentiment,status,resolution_time_hours,channel,city,state,app_version,customer_segment,human_escalation_required,csat_score
TKT-202605-0164,2026-03-08,USR-572908,Orders,Stock Order Pending,Stock order status is stuck and I need to know if it was sent to the exchange.,Low,Low,Confused,Resolved,12.4,Chat,Jaipur,Rajasthan,8.23.0,New Investor,False,3.4
TKT-202605-0394,2026-03-08,USR-927607,Mutual Funds,Redemption Delay,I redeemed my fund but the bank credit has not arrived after the expected date.,Medium,Medium,Confused,Resolved,68.4,Chat,Gurugram,Haryana,8.23.0,Active Trader,False,4.8
TKT-202605-0199,2026-03-08,USR-421727,Mutual Funds,Redemption Delay,Redemption status is processed but I cannot see the money in my bank account.,Medium,Low,Confused,Open,38.9,Phone,Chennai,Tamil Nadu,8.22.1,Long-Term Investor,True,3.5
TKT-202605-0080,2026-03-08,USR-243901,Account,Account Locked,The app says my account is temporarily blocked after OTP attempts.,High,High,Frustrated,Resolved,12.8,Chat,Jaipur,Rajasthan,8.21.0,Mutual Fund Investor,False,3.8
TKT-202605-0050,2026-03-08,USR-794769,Account,Login Issue,Login is failing after I changed my phone and reinstalled the app.,Low,Low,Calm,Resolved,5.4,In-App,Mumbai,Maharashtra,8.24.2,Active Trader,False,4.1
TKT-202605-0262,2026-03-09,USR-506945,IPO,IPO Application Status,My IPO application is submitted but I cannot see the allotment result.,High,High,Frustrated,In Progress,18.0,In-App,Chennai,Tamil Nadu,8.25.0,New Investor,True,3.3
TKT-202605-0269,2026-03-09,USR-145548,Payments,Money Debited Investment Not Confirmed,Amount got deducted and I cannot see the mutual fund order confirmation.,High,Medium,Frustrated,Resolved,26.3,Email,Delhi,Delhi,8.22.1,Long-Term Investor,False,3.8
TKT-202605-0404,2026-03-09,USR-253235,KYC,KYC Rejected,KYC keeps failing and I do not understand the rejection reason.,Medium,Low,Confused,Escalated,68.8,Email,Gurugram,Haryana,8.24.2,Active Trader,True,2.2
TKT-202605-0267,2026-03-10,USR-859364,Orders,Stock Order Pending,Stock order status is stuck and I need to know if it was sent to the exchange.,Medium,High,Confused,In Progress,58.5,Chat,Ahmedabad,Gujarat,8.23.0,Mutual Fund Investor,True,3.1
TKT-202605-0056,2026-03-10,USR-718849,Payments,Money Debited Investment Not Confirmed,Payment completed from my bank account but the transaction status is pending.,Medium,Low,Frustrated,Resolved,48.7,In-App,Kolkata,West Bengal,8.25.0,Active Trader,True,2.7
TKT-202605-0380,2026-03-10,USR-944264,SIP,SIP Payment Failed,SIP autopay failed twice and the app still shows payment pending.,High,High,Frustrated,Resolved,18.4,Chat,Ahmedabad,Gujarat,8.24.2,High Value Customer,True,3.3
TKT-202605-0302,2026-03-11,USR-667915,KYC,KYC Rejected,KYC keeps failing and I do not understand the rejection reason.,Medium,Medium,Frustrated,Resolved,29.5,Email,Pune,Maharashtra,8.24.2,Mutual Fund Investor,False,3.6
TKT-202605-0030,2026-03-11,USR-891937,Account,Account Locked,The app says my account is temporarily blocked after OTP attempts.,High,High,Frustrated,Open,36.8,Email,Bengaluru,Karnataka,8.24.2,Mutual Fund Investor,True,3.3
TKT-202605-0329,2026-03-11,USR-439173,Mutual Funds,NAV Explanation,Please explain when NAV is calculated for mutual fund orders.,Low,Low,Frustrated,Resolved,9.3,Chat,Ahmedabad,Gujarat,8.23.0,Long-Term Investor,False,4.3
TKT-202605-0035,2026-03-11,USR-972335,Orders,Stock Order Pending,The order did not execute even though the market price reached my limit.,High,High,Confused,Resolved,31.3,Chat,Delhi,Delhi,8.21.0,New Investor,True,2.9
TKT-202605-0392,2026-03-12,USR-314178,General Education,ETF vs Mutual Fund,I want to learn how ETFs trade compared with mutual funds.,Low,High,Frustrated,Open,11.1,In-App,Mumbai,Maharashtra,8.21.0,Active Trader,False,3.9
TKT-202605-0003,2026-03-12,USR-172933,Payments,Money Debited Investment Not Confirmed,Money was debited from my bank but the investment is still not confirmed.,High,High,Angry,Open,76.8,Phone,Jaipur,Rajasthan,8.24.2,High Value Customer,True,2.7
TKT-202605-0171,2026-03-12,USR-673896,Payments,Money Debited Investment Not Confirmed,Amount got deducted and I cannot see the mutual fund order confirmation.,High,Low,Calm,In Progress,33.2,Chat,Chennai,Tamil Nadu,8.25.0,Long-Term Investor,False,3.1
TKT-202605-0330,2026-03-12,USR-480573,General Education,ETF vs Mutual Fund,What is the difference between an ETF and a mutual fund?,High,Medium,Confused,In Progress,10.5,Email,Mumbai,Maharashtra,8.23.0,Long-Term Investor,False,3.0
TKT-202605-0069,2026-03-12,USR-692002,Mutual Funds,NAV Explanation,Why is my mutual fund NAV different from yesterday?,Medium,Medium,Confused,Resolved,8.2,Chat,Mumbai,Maharashtra,8.24.2,New Investor,False,4.0
TKT-202605-0333,2026-03-12,USR-317723,Account,Login Issue,I am not receiving OTP and cannot log in to my account.,Low,Medium,Calm,Resolved,12.4,Chat,Kolkata,West Bengal,8.21.0,Active Trader,False,4.9
TKT-202605-0057,2026-03-12,USR-826353,Stocks,Stock Holdings Not Visible,The stock is showing in positions but not in my holdings section.,Medium,Medium,Calm,Resolved,9.6,Phone,Bengaluru,Karnataka,8.25.0,Long-Term Investor,False,4.9
TKT-202605-0166,2026-03-12,USR-962570,SIP,SIP Payment Failed,My SIP failed but money got debited from my bank account.,High,High,Frustrated,In Progress,50.7,Phone,Gurugram,Haryana,8.23.0,New Investor,False,3.6
TKT-202605-0047,2026-03-12,USR-779094,KYC,KYC Rejected,My KYC was rejected even though I uploaded PAN and address proof.,Medium,High,Angry,Open,56.1,In-App,Mumbai,Maharashtra,8.25.0,New Investor,False,3.0
TKT-202605-0335,2026-03-12,USR-227950,SIP,SIP Payment Failed,The SIP installment did not go through even though my bank shows a debit.,Medium,High,Confused,Escalated,76.5,In-App,Gurugram,Haryana,8.23.0,Active Trader,True,1.7
TKT-202605-0024,2026-03-12,USR-519093,SIP,SIP Payment Failed,The SIP installment did not go through even though my bank shows a debit.,High,High,Frustrated,In Progress,19.1,In-App,Chennai,Tamil Nadu,8.24.2,High Value Customer,True,2.3
TKT-202605-0332,2026-03-13,USR-669902,Account,Account Locked,My account is locked and I need urgent help to access my holdings.,High,High,Angry,Escalated,33.0,Email,Pune,Maharashtra,8.23.0,New Investor,True,2.6
TKT-202605-0386,2026-03-13,USR-779099,Risky Financial Advice,F&O Risk Query,Can I put all my money into F&O for quick profit?,Low,Medium,Frustrated,Resolved,8.6,Chat,Ahmedabad,Gujarat,8.24.2,New Investor,False,3.8
TKT-202605-0396,2026-03-14,USR-270495,IPO,IPO Mandate Failed,IPO amount is blocked but I cannot see the application status clearly.,Medium,High,Calm,Resolved,19.4,Chat,Pune,Maharashtra,8.25.0,Active Trader,False,3.4
TKT-202605-0324,2026-03-14,USR-725329,Orders,Stock Order Pending,My stock order is still pending and funds are blocked.,High,High,Calm,Escalated,97.9,Chat,Pune,Maharashtra,8.21.0,New Investor,True,2.8
TKT-202605-0289,2026-03-14,USR-363871,Orders,Stock Order Pending,Stock order status is stuck and I need to know if it was sent to the exchange.,High,High,Confused,Resolved,24.5,Phone,Chennai,Tamil Nadu,8.21.0,New Investor,False,3.2
TKT-202605-0034,2026-03-15,USR-128276,SIP,SIP Payment Failed,SIP autopay failed twice and the app still shows payment pending.,Medium,High,Frustrated,Escalated,27.8,Email,Ahmedabad,Gujarat,8.24.2,New Investor,True,1.6
TKT-202605-0364,2026-03-15,USR-471015,SIP,SIP Payment Failed,SIP autopay failed twice and the app still shows payment pending.,High,High,Angry,In Progress,53.3,Email,Bengaluru,Karnataka,8.24.2,New Investor,True,2.0
TKT-202605-0351,2026-03-15,USR-610268,IPO,IPO Mandate Failed,My IPO UPI mandate failed and the bid is not confirmed.,High,High,Frustrated,Resolved,27.6,Email,Gurugram,Haryana,8.23.0,Mutual Fund Investor,False,5.0
TKT-202605-0026,2026-03-15,USR-442027,SIP,SIP Payment Failed,SIP autopay failed twice and the app still shows payment pending.,Medium,High,Frustrated,Open,41.6,Phone,Mumbai,Maharashtra,8.24.2,New Investor,False,3.2
TKT-202605-0354,2026-03-15,USR-755584,Mutual Funds,NAV Explanation,Please explain when NAV is calculated for mutual fund orders.,Medium,Medium,Frustrated,Resolved,6.5,Phone,Chennai,Tamil Nadu,8.23.0,Active Trader,False,4.1
TKT-202605-0368,2026-03-16,USR-286572,KYC,KYC Rejected,KYC keeps failing and I do not understand the rejection reason.,High,High,Frustrated,In Progress,78.3,Chat,Chennai,Tamil Nadu,8.25.0,New Investor,True,1.6
TKT-202605-0357,2026-03-16,USR-135087,SIP,SIP Payment Failed,My SIP failed but money got debited from my bank account.,Medium,High,Frustrated,Resolved,26.2,Email,Gurugram,Haryana,8.24.2,New Investor,True,4.4
TKT-202605-0247,2026-03-16,USR-261169,Orders,Stock Order Pending,The order did not execute even though the market price reached my limit.,Medium,Medium,Calm,Resolved,14.5,Email,Pune,Maharashtra,8.24.2,Mutual Fund Investor,False,4.1
TKT-202605-0322,2026-03-16,USR-244818,IPO,IPO Mandate Failed,I approved the IPO mandate but the application still says pending.,High,High,Frustrated,Resolved,31.4,Phone,Pune,Maharashtra,8.25.0,Long-Term Investor,False,4.2
TKT-202605-0230,2026-03-16,USR-752011,Account,Login Issue,Login is failing after I changed my phone and reinstalled the app.,High,Medium,Confused,In Progress,22.0,In-App,Mumbai,Maharashtra,8.21.0,Long-Term Investor,True,3.2
TKT-202605-0307,2026-03-17,USR-789472,Mutual Funds,Redemption Delay,My mutual fund redemption is delayed and money is not credited yet.,Medium,High,Frustrated,Resolved,64.0,Email,Mumbai,Maharashtra,8.24.2,High Value Customer,False,4.1
TKT-202605-0232,2026-03-17,USR-979269,SIP,SIP Payment Failed,The SIP installment did not go through even though my bank shows a debit.,High,High,Confused,Resolved,29.1,In-App,Gurugram,Haryana,8.22.1,High Value Customer,False,4.5
TKT-202605-0284,2026-03-17,USR-855829,Orders,Stock Order Pending,The order did not execute even though the market price reached my limit.,High,High,Calm,Resolved,12.4,In-App,Chennai,Tamil Nadu,8.24.2,Long-Term Investor,True,4.3
TKT-202605-0401,2026-03-17,USR-719371,Orders,Stock Order Pending,The order did not execute even though the market price reached my limit.,High,High,Calm,Resolved,10.5,Chat,Delhi,Delhi,8.23.0,High Value Customer,False,3.7
TKT-202605-0219,2026-03-17,USR-923024,KYC,KYC Rejected,KYC keeps failing and I do not understand the rejection reason.,Medium,High,Frustrated,Escalated,66.8,In-App,Kolkata,West Bengal,8.24.2,Mutual Fund Investor,True,1.9
TKT-202605-0202,2026-03-17,USR-782591,Orders,Stock Order Pending,Stock order status is stuck and I need to know if it was sent to the exchange.,High,High,Frustrated,Resolved,27.8,Chat,Delhi,Delhi,8.23.0,Long-Term Investor,False,3.6
TKT-202605-0221,2026-03-17,USR-750803,General Education,ETF vs Mutual Fund,What is the difference between an ETF and a mutual fund?,Low,Low,Calm,Resolved,17.0,Email,Chennai,Tamil Nadu,8.22.1,New Investor,False,4.6
TKT-202605-0176,2026-03-18,USR-390421,SIP,SIP Payment Failed,The SIP installment did not go through even though my bank shows a debit.,High,High,Confused,In Progress,57.6,Chat,Gurugram,Haryana,8.24.2,Mutual Fund Investor,False,2.9
TKT-202605-0414,2026-03-18,USR-113406,SIP,SIP Payment Failed,The SIP installment did not go through even though my bank shows a debit.,Medium,Low,Calm,Resolved,39.1,Email,Pune,Maharashtra,8.21.0,Active Trader,False,4.6
TKT-202605-0156,2026-03-18,USR-710527,Payments,Money Debited Investment Not Confirmed,Payment completed from my bank account but the transaction status is pending.,High,High,Frustrated,Escalated,45.9,Email,Ahmedabad,Gujarat,8.25.0,Long-Term Investor,True,2.4
TKT-202605-0233,2026-03-18,USR-802382,Payments,Money Debited Investment Not Confirmed,Payment completed from my bank account but the transaction status is pending.,High,Medium,Angry,Escalated,65.7,Email,Ahmedabad,Gujarat,8.24.2,Mutual Fund Investor,True,2.9
TKT-202605-0231,2026-03-19,USR-218548,SIP,SIP Payment Failed,My SIP failed but money got debited from my bank account.,High,Medium,Calm,Resolved,15.8,Phone,Kolkata,West Bengal,8.21.0,High Value Customer,False,4.6
TKT-202605-0103,2026-03-19,USR-347459,Account,Login Issue,The app keeps asking for OTP but does not let me access my account.,Low,Low,Frustrated,In Progress,17.0,Chat,Chennai,Tamil Nadu,8.23.0,Mutual Fund Investor,False,3.6
TKT-202605-0082,2026-03-19,USR-479430,Orders,Stock Order Pending,My stock order is still pending and funds are blocked.,Low,Low,Frustrated,Resolved,21.1,Email,Kolkata,West Bengal,8.21.0,Active Trader,True,3.5
TKT-202605-0309,2026-03-20,USR-997287,Orders,Stock Order Pending,The order did not execute even though the market price reached my limit.,Medium,High,Calm,Escalated,44.5,Chat,Bengaluru,Karnataka,8.25.0,Mutual Fund Investor,False,2.6
TKT-202605-0347,2026-03-20,USR-895242,Payments,Money Debited Investment Not Confirmed,Amount got deducted and I cannot see the mutual fund order confirmation.,Medium,High,Frustrated,Open,25.5,In-App,Delhi,Delhi,8.21.0,High Value Customer,False,3.0
TKT-202605-0188,2026-03-20,USR-972310,Payments,Money Debited Investment Not Confirmed,Amount got deducted and I cannot see the mutual fund order confirmation.,Medium,High,Frustrated,Escalated,70.0,Chat,Mumbai,Maharashtra,8.23.0,New Investor,True,3.2
TKT-202605-0261,2026-03-20,USR-567896,Stocks,Stock Holdings Not Visible,My bought shares are not visible in holdings after the order was completed.,Medium,High,Angry,Resolved,11.1,Chat,Chennai,Tamil Nadu,8.25.0,Mutual Fund Investor,False,3.4
TKT-202605-0254,2026-03-20,USR-251074,Orders,Stock Order Pending,The order did not execute even though the market price reached my limit.,High,High,Confused,Resolved,34.4,Phone,Bengaluru,Karnataka,8.25.0,Long-Term Investor,False,4.8
TKT-202605-0155,2026-03-20,USR-584045,KYC,KYC Rejected,The app says my selfie or document verification failed during KYC.,Medium,Medium,Frustrated,Resolved,43.4,Chat,Chennai,Tamil Nadu,8.24.2,Long-Term Investor,True,4.6
TKT-202605-0196,2026-03-21,USR-837623,Risky Financial Advice,F&O Risk Query,Please explain why F&O is considered risky for beginners.,Low,High,Frustrated,Escalated,20.9,Chat,Chennai,Tamil Nadu,8.24.2,New Investor,False,2.8
TKT-202605-0268,2026-03-21,USR-744610,SIP,SIP Payment Failed,The SIP installment did not go through even though my bank shows a debit.,Medium,High,Frustrated,Escalated,21.3,Chat,Delhi,Delhi,8.24.2,Mutual Fund Investor,True,1.8
TKT-202605-0241,2026-03-21,USR-532794,Stocks,Stock Holdings Not Visible,My portfolio value looks incorrect after a stock transaction.,Medium,Medium,Frustrated,Open,16.0,Phone,Kolkata,West Bengal,8.24.2,Active Trader,False,3.6
TKT-202605-0165,2026-03-21,USR-132359,SIP,SIP Payment Failed,My SIP failed but money got debited from my bank account.,Medium,Medium,Calm,Resolved,33.9,Chat,Jaipur,Rajasthan,8.22.1,Mutual Fund Investor,False,3.9
TKT-202605-0060,2026-03-22,USR-943718,Account,Login Issue,Login is failing after I changed my phone and reinstalled the app.,Medium,Medium,Confused,Resolved,18.6,In-App,Gurugram,Haryana,8.24.2,New Investor,False,4.1
TKT-202605-0170,2026-03-22,USR-611751,Account,Login Issue,Login is failing after I changed my phone and reinstalled the app.,Medium,Medium,Confused,In Progress,14.2,Email,Ahmedabad,Gujarat,8.25.0,Long-Term Investor,True,4.1
TKT-202605-0027,2026-03-22,USR-786508,Account,Login Issue,Login is failing after I changed my phone and reinstalled the app.,Medium,Medium,Calm,Resolved,7.1,Email,Delhi,Delhi,8.23.0,New Investor,False,4.1
TKT-202605-0058,2026-03-22,USR-338536,General Education,ETF vs Mutual Fund,I want to learn how ETFs trade compared with mutual funds.,Low,Low,Confused,Open,6.6,Chat,Chennai,Tamil Nadu,8.25.0,Long-Term Investor,False,3.9
TKT-202605-0270,2026-03-22,USR-187889,Mutual Funds,Redemption Delay,I redeemed my fund but the bank credit has not arrived after the expected date.,Medium,High,Frustrated,In Progress,48.7,Email,Chennai,Tamil Nadu,8.24.2,New Investor,False,3.5
TKT-202605-0419,2026-03-22,USR-850490,Orders,Stock Order Pending,The order did not execute even though the market price reached my limit.,High,Medium,Frustrated,Escalated,60.4,Email,Ahmedabad,Gujarat,8.21.0,Mutual Fund Investor,True,2.7
TKT-202605-0133,2026-03-22,USR-287143,Orders,Stock Order Pending,Stock order status is stuck and I need to know if it was sent to the exchange.,High,High,Angry,Open,18.1,Chat,Ahmedabad,Gujarat,8.22.1,High Value Customer,False,3.4
TKT-202605-0150,2026-03-22,USR-380989,KYC,KYC Rejected,My KYC was rejected even though I uploaded PAN and address proof.,High,Medium,Confused,Resolved,43.4,Chat,Kolkata,West Bengal,8.24.2,New Investor,True,3.3
TKT-202605-0206,2026-03-22,USR-201400,KYC,KYC Rejected,My KYC was rejected even though I uploaded PAN and address proof.,High,High,Confused,Escalated,52.0,Phone,Chennai,Tamil Nadu,8.24.2,Active Trader,True,1.4
TKT-202605-0098,2026-03-23,USR-893435,Account,Login Issue,Login is failing after I changed my phone and reinstalled the app.,Low,Low,Confused,Resolved,13.5,Chat,Pune,Maharashtra,8.23.0,Active Trader,False,3.4
TKT-202605-0175,2026-03-23,USR-781595,Payments,Money Debited Investment Not Confirmed,Money was debited from my bank but the investment is still not confirmed.,Medium,Medium,Angry,In Progress,48.4,Email,Pune,Maharashtra,8.24.2,Mutual Fund Investor,True,3.1
TKT-202605-0255,2026-03-23,USR-419491,Account,Account Locked,My account is locked and I need urgent help to access my holdings.,High,High,Angry,Resolved,15.7,Phone,Bengaluru,Karnataka,8.25.0,Active Trader,True,4.4
TKT-202605-0139,2026-03-23,USR-327558,Orders,Stock Order Pending,The order did not execute even though the market price reached my limit.,High,High,Angry,In Progress,38.3,Chat,Mumbai,Maharashtra,8.25.0,Active Trader,False,3.4
TKT-202605-0405,2026-03-24,USR-901834,Payments,Money Debited Investment Not Confirmed,Money was debited from my bank but the investment is still not confirmed.,High,High,Angry,Open,36.3,Email,Kolkata,West Bengal,8.22.1,Active Trader,False,2.4
TKT-202605-0064,2026-03-24,USR-455168,IPO,IPO Mandate Failed,My IPO UPI mandate failed and the bid is not confirmed.,High,Medium,Frustrated,Resolved,11.7,Email,Jaipur,Rajasthan,8.21.0,Long-Term Investor,False,4.9
TKT-202605-0173,2026-03-24,USR-550081,Payments,Money Debited Investment Not Confirmed,Amount got deducted and I cannot see the mutual fund order confirmation.,Medium,Medium,Frustrated,Resolved,30.9,Chat,Pune,Maharashtra,8.21.0,New Investor,True,4.5
TKT-202605-0276,2026-03-24,USR-116112,Account,Login Issue,The app keeps asking for OTP but does not let me access my account.,Low,Low,Calm,Open,21.9,Phone,Hyderabad,Telangana,8.25.0,Mutual Fund Investor,False,3.6
TKT-202605-0151,2026-03-24,USR-637333,Orders,Stock Order Pending,The order did not execute even though the market price reached my limit.,High,Medium,Calm,Open,24.0,Chat,Mumbai,Maharashtra,8.21.0,Mutual Fund Investor,True,2.9
TKT-202605-0259,2026-03-25,USR-757057,Orders,Stock Order Pending,My stock order is still pending and funds are blocked.,Medium,Medium,Calm,Resolved,22.0,Phone,Pune,Maharashtra,8.25.0,Long-Term Investor,False,2.8
TKT-202605-0112,2026-03-26,USR-201514,Account,Account Locked,My account is locked and I need urgent help to access my holdings.,High,High,Frustrated,Resolved,30.8,Chat,Kolkata,West Bengal,8.23.0,Mutual Fund Investor,True,3.5
TKT-202605-0036,2026-03-26,USR-691364,IPO,IPO Mandate Failed,My IPO UPI mandate failed and the bid is not confirmed.,Medium,High,Calm,In Progress,18.1,Email,Hyderabad,Telangana,8.22.1,Active Trader,False,2.4
TKT-202605-0061,2026-03-26,USR-410244,Orders,Stock Order Pending,Stock order status is stuck and I need to know if it was sent to the exchange.,Medium,Medium,Calm,Open,23.9,Chat,Gurugram,Haryana,8.25.0,Mutual Fund Investor,True,2.9
TKT-202605-0398,2026-03-27,USR-196973,Mutual Funds,NAV Explanation,Please explain when NAV is calculated for mutual fund orders.,Low,Low,Calm,Open,17.4,Chat,Mumbai,Maharashtra,8.24.2,Mutual Fund Investor,False,4.3
TKT-202605-0339,2026-03-27,USR-597549,Account,Account Locked,My account is locked and I need urgent help to access my holdings.,High,High,Frustrated,Resolved,37.6,Phone,Kolkata,West Bengal,8.23.0,Mutual Fund Investor,False,3.6
TKT-202605-0127,2026-03-27,USR-801765,SIP,SIP Payment Failed,My SIP failed but money got debited from my bank account.,High,Medium,Calm,In Progress,24.6,Chat,Pune,Maharashtra,8.22.1,Active Trader,False,3.4
TKT-202605-0087,2026-03-27,USR-490963,Mutual Funds,Redemption Delay,I redeemed my fund but the bank credit has not arrived after the expected date.,Low,Low,Calm,Resolved,45.3,Chat,Mumbai,Maharashtra,8.24.2,Mutual Fund Investor,False,4.3
TKT-202605-0372,2026-03-27,USR-509054,Risky Financial Advice,F&O Risk Query,Can I put all my money into F&O for quick profit?,Low,Low,Confused,In Progress,18.3,Email,Mumbai,Maharashtra,8.23.0,New Investor,False,3.9
TKT-202605-0117,2026-03-27,USR-536774,KYC,KYC Rejected,The app says my selfie or document verification failed during KYC.,Medium,Medium,Calm,Resolved,37.4,Chat,Jaipur,Rajasthan,8.25.0,Long-Term Investor,False,3.5
TKT-202605-0388,2026-03-28,USR-184891,General Education,ETF vs Mutual Fund,I want to learn how ETFs trade compared with mutual funds.,High,Medium,Confused,Resolved,14.0,In-App,Jaipur,Rajasthan,8.24.2,New Investor,True,5.0
TKT-202605-0312,2026-03-28,USR-649855,Payments,Money Debited Investment Not Confirmed,Money was debited from my bank but the investment is still not confirmed.,Low,Low,Calm,Resolved,52.5,Chat,Chennai,Tamil Nadu,8.24.2,Active Trader,False,4.0
TKT-202605-0154,2026-03-28,USR-828716,Orders,Stock Order Pending,Stock order status is stuck and I need to know if it was sent to the exchange.,Medium,Low,Calm,In Progress,28.8,Email,Ahmedabad,Gujarat,8.24.2,New Investor,True,3.7
TKT-202605-0158,2026-03-28,USR-585556,IPO,IPO Application Status,The IPO bid is visible but the final status is still pending.,High,Medium,Angry,Escalated,24.3,Email,Kolkata,West Bengal,8.23.0,Active Trader,True,2.6
TKT-202605-0198,2026-03-29,USR-416423,Mutual Funds,Redemption Delay,I redeemed my fund but the bank credit has not arrived after the expected date.,Medium,High,Confused,Resolved,38.6,Chat,Bengaluru,Karnataka,8.22.1,High Value Customer,True,3.6
TKT-202605-0051,2026-03-29,USR-296694,KYC,KYC Rejected,The app says my selfie or document verification failed during KYC.,High,Low,Frustrated,Resolved,44.0,Chat,Mumbai,Maharashtra,8.24.2,Mutual Fund Investor,False,4.0
TKT-202605-0184,2026-03-29,USR-943409,Orders,Stock Order Pending,Stock order status is stuck and I need to know if it was sent to the exchange.,High,High,Frustrated,In Progress,39.2,In-App,Hyderabad,Telangana,8.25.0,New Investor,True,3.3
TKT-202605-0152,2026-03-29,USR-277735,Account,Login Issue,I am not receiving OTP and cannot log in to my account.,Medium,High,Angry,Resolved,16.8,Chat,Kolkata,West Bengal,8.22.1,New Investor,True,3.8
TKT-202605-0195,2026-03-30,USR-955937,SIP,SIP Payment Failed,The SIP installment did not go through even though my bank shows a debit.,Medium,Medium,Angry,Open,33.6,Chat,Gurugram,Haryana,8.25.0,New Investor,True,3.3
TKT-202605-0106,2026-03-30,USR-282547,Mutual Funds,Redemption Delay,I redeemed my fund but the bank credit has not arrived after the expected date.,Low,Low,Calm,Resolved,36.0,Email,Chennai,Tamil Nadu,8.22.1,New Investor,False,4.9
TKT-202605-0108,2026-03-30,USR-158104,Payments,Money Debited Investment Not Confirmed,Money was debited from my bank but the investment is still not confirmed.,High,Medium,Calm,In Progress,56.6,Email,Mumbai,Maharashtra,8.23.0,New Investor,True,2.3
TKT-202605-0253,2026-03-30,USR-403915,Orders,Stock Order Pending,Stock order status is stuck and I need to know if it was sent to the exchange.,High,Medium,Frustrated,Escalated,93.4,Chat,Bengaluru,Karnataka,8.21.0,Long-Term Investor,True,2.4
